# 2026-07-31T00:14:08-04:00 host=c29 ITERS=50 int32-guard patch of 268657-resume  PREPCSV,file,n,D,stage,variant,prep_host_ms,upload_ms,kernel_ms,amort_applies
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/O2_16_7.txt,65536,1243,spmv,cusparse_csr,246.568,1.828,0.033688,7374
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/O2_16_7.txt,65536,1243,spmspm,ours_flat,1214.027,3.332,155.308212,8
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/O2_16_7.txt,65536,1243,spmspm,ours_sym,55.044,4.850,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/O2_16_7.txt,65536,1243,spmspm,ours_sym,55.044,4.850,73.717842,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/O2_20_5.txt,1048576,3359,spmv,didx,2829.012,35.482,2.251723,1272
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/O2_20_5.txt,1048576,3359,spmv,gopt,2806.237,110.459,1.782866,1636
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/O2_20_5.txt,1048576,3359,spmv,cusparse_csr_64i,10909.491,71.225,1.162735,9444
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/O2_20_8.txt,1048576,3359,spmv,didx,2798.266,35.282,2.239920,1265
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/O2_20_8.txt,1048576,3359,spmv,gopt,2788.714,110.602,1.777674,1631
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/O2_20_8.txt,1048576,3359,spmv,cusparse_csr_64i,10765.719,71.398,1.138898,9515
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcut_16_4.txt,65536,31,spmv,didx,1.431,0.183,0.004603,351
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcut_16_4.txt,65536,31,spmv,didx_sym,0.669,0.223,0.004932,181
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcut_16_4.txt,65536,31,spmv,gopt,1.593,0.170,0.008026,220
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcut_16_4.txt,65536,31,spmv,cusparse_csr,5.564,0.564,0.015628,392
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcut_16_4.txt,65536,31,spmspm,ours_flat,0.241,0.110,0.074015,5
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcut_16_4.txt,65536,31,spmspm,hm_atomic,3.827,0.453,0.093604,46
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcut_16_4.txt,65536,31,spmspm,ours_sym,0.071,0.133,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcut_16_4.txt,65536,31,spmspm,ours_sym,0.071,0.133,0.039224,5
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcut_18_4.txt,262144,35,spmv,didx,6.416,0.566,0.008661,806
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcut_18_4.txt,262144,35,spmv,didx_sym,2.781,0.759,0.008707,407
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcut_18_4.txt,262144,35,spmv,gopt,6.474,0.593,0.008858,798
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcut_18_4.txt,262144,35,spmv,cusparse_csr,23.352,1.182,0.025562,960
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcut_18_4.txt,262144,35,spmspm,ours_flat,0.690,0.183,0.357167,2
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcut_18_4.txt,262144,35,spmspm,hm_atomic,18.602,1.155,0.435000,45
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcut_18_4.txt,262144,35,spmspm,ours_sym,0.273,0.227,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcut_18_4.txt,262144,35,spmspm,ours_sym,0.273,0.227,0.182806,3
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcut_20_4.txt,1048576,39,spmv,didx,30.380,1.989,0.032697,990
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcut_20_4.txt,1048576,39,spmv,didx_sym,12.716,3.173,0.030698,518
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcut_20_4.txt,1048576,39,spmv,gopt,26.705,2.218,0.030587,946
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcut_20_4.txt,1048576,39,spmv,cusparse_csr,97.284,3.405,0.060193,1673
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcut_20_4.txt,1048576,39,spmspm,ours_flat,3.019,0.289,1.897956,2
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcut_20_4.txt,1048576,39,spmspm,hm_atomic,98.709,3.598,2.512506,41
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcut_20_4.txt,1048576,39,spmspm,ours_sym,1.167,1.047,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcut_20_4.txt,1048576,39,spmspm,ours_sym,1.167,1.047,0.980378,2
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_4.txt,65536,33,spmv,didx,2.642,0.269,0.004963,587
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_4.txt,65536,33,spmv,didx_sym,1.227,0.351,0.004778,330
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_4.txt,65536,33,spmv,gopt,3.198,0.238,0.012817,268
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_4.txt,65536,33,spmv,cusparse_csr,7.606,0.652,0.020032,412
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_4.txt,65536,33,spmspm,ours_flat,0.314,0.130,0.157638,3
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_4.txt,65536,33,spmspm,hm_atomic,6.475,0.624,0.219592,32
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_4.txt,65536,33,spmspm,ours_sym,0.093,0.148,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_4.txt,65536,33,spmspm,ours_sym,0.093,0.148,0.082694,3
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_5.txt,65536,33,spmv,didx,2.901,0.269,0.004908,646
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_5.txt,65536,33,spmv,didx_sym,1.227,0.346,0.004772,330
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_5.txt,65536,33,spmv,gopt,3.339,0.239,0.012817,279
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_5.txt,65536,33,spmv,cusparse_csr,7.563,0.637,0.019960,411
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_5.txt,65536,33,spmspm,ours_flat,0.315,0.141,0.157673,3
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_5.txt,65536,33,spmspm,hm_atomic,6.231,0.587,0.219587,31
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_5.txt,65536,33,spmspm,ours_sym,0.093,0.163,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_5.txt,65536,33,spmspm,ours_sym,0.093,0.163,0.082767,3
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_4.txt,262144,37,spmv,didx,12.081,0.891,0.012001,1081
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_4.txt,262144,37,spmv,didx_sym,5.229,1.484,0.009826,683
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_4.txt,262144,37,spmv,gopt,13.156,1.136,0.013213,1082
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_4.txt,262144,37,spmv,cusparse_csr,33.832,1.793,0.037334,954
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_4.txt,262144,37,spmspm,ours_flat,1.103,0.205,0.884074,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_4.txt,262144,37,spmspm,hm_atomic,35.209,1.688,1.481371,25
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_4.txt,262144,37,spmspm,ours_sym,0.383,0.281,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_4.txt,262144,37,spmspm,ours_sym,0.383,0.281,0.430463,2
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_5.txt,262144,37,spmv,didx,10.351,0.879,0.011778,953
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_5.txt,262144,37,spmv,didx_sym,5.604,1.485,0.009704,731
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_5.txt,262144,37,spmv,gopt,12.664,1.176,0.013076,1058
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_5.txt,262144,37,spmv,cusparse_csr,33.574,1.789,0.036881,959
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_5.txt,262144,37,spmspm,ours_flat,0.992,0.203,0.883686,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_5.txt,262144,37,spmspm,hm_atomic,34.952,1.701,1.481117,25
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_5.txt,262144,37,spmspm,ours_sym,0.414,0.219,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_5.txt,262144,37,spmspm,ours_sym,0.414,0.219,0.431549,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,1048576,41,spmv,didx,100.098,3.484,0.058401,1774
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,1048576,41,spmv,didx_sym,28.225,5.723,0.041343,821
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,1048576,41,spmv,gopt,54.826,4.161,0.054906,1074
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,1048576,41,spmv,cusparse_csr,144.409,6.124,0.109444,1375
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,1048576,41,spmspm,ours_flat,4.177,0.422,4.733741,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,1048576,41,spmspm,hm_atomic,176.152,6.033,7.705223,24
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,1048576,41,spmspm,ours_sym,1.815,1.681,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,1048576,41,spmspm,ours_sym,1.815,1.681,2.344070,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tsp_18_4.txt,262144,1,spmv,didx,0.986,0.214,0.003562,337
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tsp_18_4.txt,262144,1,spmv,didx_sym,0.312,0.223,0.003514,152
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tsp_18_4.txt,262144,1,spmv,gopt,0.461,0.110,0.003181,179
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tsp_18_4.txt,262144,1,spmv,cusparse_csr,1.076,0.527,0.016687,96
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tsp_18_4.txt,262144,1,spmspm,ours_flat,0.152,0.067,0.004604,48
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tsp_18_4.txt,262144,1,spmspm,hm_atomic,0.510,0.197,0.005912,120
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tsp_18_4.txt,262144,1,spmspm,ours_sym,0.096,0.065,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tsp_18_4.txt,262144,1,spmspm,ours_sym,0.096,0.065,0.004584,35
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,999999,7,spmv,didx,10.499,1.104,0.010995,1055
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,999999,7,spmv,didx_sym,5.093,1.291,0.012065,529
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,999999,7,spmv,gopt,8.433,0.725,0.009738,941
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,999999,7,spmv,cusparse_csr,11.094,1.971,0.037864,345
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,999999,7,spmspm,ours_flat,0.671,0.117,0.122843,6
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,999999,7,spmspm,hm_atomic,7.303,1.516,0.213017,41
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,999999,7,spmspm,ours_sym,0.450,0.143,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,999999,7,spmspm,ours_sym,0.450,0.143,0.066976,9
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/atmosmodd.txt,1270432,7,spmv,didx,20.129,1.855,0.025873,850
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/atmosmodd.txt,1270432,7,spmv,gopt,15.100,1.407,0.015568,1060
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/atmosmodd.txt,1270432,7,spmv,cusparse_csr,16.932,3.025,0.051804,385
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/atmosmodd.txt,1270432,7,spmspm,ours_flat,1.422,0.145,0.186881,8
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/atmosmodd.txt,1270432,7,spmspm,hm_atomic,12.700,1.736,0.302874,48
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/atmosmodd.txt,1270432,7,spmspm,ours_sym,0.547,0.191,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/atmosmodd.txt,1270432,7,spmspm,ours_sym,0.547,0.191,0.097096,8
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,256000,7,spmv,didx,3.629,0.392,0.005651,712
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,256000,7,spmv,didx_sym,1.488,0.391,0.005564,338
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,256000,7,spmv,gopt,2.571,0.237,0.005564,505
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,256000,7,spmv,cusparse_csr,3.243,0.803,0.021900,185
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,256000,7,spmspm,ours_flat,0.178,0.125,0.035795,8
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,256000,7,spmspm,hm_atomic,1.749,0.521,0.046059,49
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,256000,7,spmspm,ours_sym,0.111,0.113,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,256000,7,spmspm,ours_sym,0.111,0.113,0.020986,11
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/BH_20_7.txt,1048576,127,spmv,didx,233.025,4.117,0.086579,2739
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/BH_20_7.txt,1048576,127,spmv,didx_sym,83.524,15.365,0.079965,1237
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/BH_20_7.txt,1048576,127,spmv,gopt,292.737,9.505,0.129750,2329
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/BH_20_7.txt,1048576,127,spmv,cusparse_csr,473.825,7.139,0.129131,3725
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/BH_20_7.txt,1048576,127,spmspm,ours_flat,43.432,1.986,44.622608,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/BH_20_7.txt,1048576,127,spmspm,ours_sym,15.212,12.535,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/BH_20_7.txt,1048576,127,spmspm,ours_sym,15.212,12.535,22.348743,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/BH_20_7.txt,1048576,127,spmv,didx,234.084,4.135,0.087375,2726
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/BH_20_7.txt,1048576,127,spmv,didx_sym,92.783,15.487,0.079932,1355
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/BH_20_7.txt,1048576,127,spmv,gopt,291.618,9.603,0.129495,2326
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/BH_20_7.txt,1048576,127,spmv,cusparse_csr,477.361,7.144,0.129795,3733
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/BH_20_7.txt,1048576,127,spmspm,ours_flat,43.309,1.989,44.959698,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/BH_20_7.txt,1048576,127,spmspm,ours_sym,15.399,12.261,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/BH_20_7.txt,1048576,127,spmspm,ours_sym,15.399,12.261,22.341002,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/BH_20_7.txt,1048576,127,spmv,didx,236.805,4.067,0.088431,2724
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/BH_20_7.txt,1048576,127,spmv,didx_sym,94.217,15.631,0.080287,1368
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/BH_20_7.txt,1048576,127,spmv,gopt,293.955,9.690,0.129737,2340
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/BH_20_7.txt,1048576,127,spmv,cusparse_csr,481.615,7.211,0.129730,3768
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/BH_20_7.txt,1048576,127,spmspm,ours_flat,43.169,1.967,44.816402,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/BH_20_7.txt,1048576,127,spmspm,ours_sym,14.878,11.866,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/BH_20_7.txt,1048576,127,spmspm,ours_sym,14.878,11.866,22.497587,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmv,didx,7.955,0.616,0.008129,1054
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmv,didx_sym,3.920,1.286,0.007923,657
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmv,gopt,16.257,0.965,0.011646,1479
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmv,cusparse_csr,26.837,1.233,0.024188,1160
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmspm,ours_flat,0.923,0.163,0.733192,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmspm,hm_atomic,80.420,1.666,1.235435,66
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmspm,ours_sym,0.394,0.286,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_18_5.txt,262144,33,spmspm,ours_sym,0.394,0.286,0.344528,2
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmv,didx,60.873,1.896,0.030952,2028
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmv,didx_sym,20.634,5.079,0.030655,839
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmv,gopt,75.107,3.300,0.042981,1824
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmv,cusparse_csr,114.245,3.460,0.057886,2033
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmspm,ours_flat,3.905,0.384,3.889602,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmspm,hm_atomic,398.773,5.655,6.567542,62
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmspm,ours_sym,1.890,0.944,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermi_20_5.txt,1048576,37,spmspm,ours_sym,1.890,0.944,1.924680,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_16_5.txt,65536,167,spmv,didx,11.831,0.417,0.006724,1822
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_16_5.txt,65536,167,spmv,didx_sym,4.711,1.378,0.006712,907
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_16_5.txt,65536,167,spmv,gopt,18.897,1.026,0.042172,472
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_16_5.txt,65536,167,spmv,cusparse_csr,23.138,0.793,0.021539,1111
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_16_5.txt,65536,167,spmspm,ours_flat,8.627,0.341,3.347771,3
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_16_5.txt,65536,167,spmspm,hm_atomic,230.236,2.018,5.457678,43
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_16_5.txt,65536,167,spmspm,ours_sym,1.275,0.660,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_16_5.txt,65536,167,spmspm,ours_sym,1.275,0.660,1.503490,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_18_5.txt,262144,192,spmv,didx,57.343,1.039,0.018826,3101
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_18_5.txt,262144,192,spmv,didx_sym,22.414,5.696,0.017375,1618
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_18_5.txt,262144,192,spmv,gopt,86.594,3.532,0.069539,1296
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_18_5.txt,262144,192,spmv,cusparse_csr,151.755,2.191,0.041352,3723
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_18_5.txt,262144,192,spmspm,ours_flat,22.411,1.049,21.575884,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_18_5.txt,262144,192,spmspm,hm_atomic,1349.029,7.835,38.828487,35
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_18_5.txt,262144,192,spmspm,ours_sym,5.335,2.494,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_18_5.txt,262144,192,spmspm,ours_sym,5.335,2.494,9.745721,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_20_5.txt,1048576,214,spmv,didx,336.580,4.202,0.090703,3757
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_20_5.txt,1048576,214,spmv,didx_sym,126.410,24.585,0.089692,1683
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_20_5.txt,1048576,214,spmv,gopt,392.952,13.651,0.187108,2173
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_20_5.txt,1048576,214,spmv,cusparse_csr,704.479,7.126,0.130631,5447
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_20_5.txt,1048576,214,spmspm,ours_flat,104.828,4.171,121.430634,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_20_5.txt,1048576,214,spmspm,ours_sym,39.653,25.366,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bh_20_5.txt,1048576,214,spmspm,ours_sym,39.653,25.366,59.336773,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmv,didx,43.089,1.015,0.018599,2371
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmv,didx_sym,16.079,3.623,0.016447,1198
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmv,gopt,68.037,2.536,0.048725,1448
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmv,cusparse_csr,82.079,2.048,0.040848,2060
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmspm,ours_flat,8.088,0.527,7.622485,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmspm,hm_atomic,606.044,4.687,13.883842,44
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmspm,ours_sym,2.277,1.285,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/bhD1_18_7.txt,262144,112,spmspm,ours_sym,2.277,1.285,3.911777,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,spmv,didx,16.574,0.565,0.008130,2108
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,spmv,didx_sym,6.399,2.215,0.008078,1066
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,spmv,gopt,32.007,1.332,0.016289,2047
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,spmv,cusparse_csr,34.176,1.115,0.024174,1460
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,spmspm,ours_flat,2.691,0.285,2.645374,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,spmspm,hm_atomic,244.847,2.820,4.640193,53
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,spmspm,ours_sym,1.007,0.672,-1.000000,-1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/fermiFH_18_4.txt,262144,64,spmspm,ours_sym,1.007,0.672,1.240799,1
PREPCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutR_18_3.txt,262144,9,spmv,didx,3.053,0.331,0.004845,698
