# 2026-08-02T20:10:34-04:00 A100 measured T(N)  AMORTCSV,file,variant,N,total_ms
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutR_18_3.txt,didx_sym,10000,80.590
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutR_18_3.txt,cusparse,1,11.340
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutR_18_3.txt,cusparse,10,7.132
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutR_18_3.txt,cusparse,100,8.841
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutR_18_3.txt,cusparse,1000,28.912
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutR_18_3.txt,cusparse,10000,238.670
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutR_18_3.txt,diaq_fp32,1,1.167
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutR_18_3.txt,diaq_fp32,10,1.464
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutR_18_3.txt,diaq_fp32,100,2.852
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutR_18_3.txt,diaq_fp32,1000,16.647
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/qmaxcutR_18_3.txt,diaq_fp32,10000,157.702
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_4.txt,didx,1,6.561
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_4.txt,didx,10,5.773
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_4.txt,didx,100,6.387
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_4.txt,didx,1000,13.054
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_4.txt,didx,10000,78.115
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_4.txt,didx_sym,1,3.355
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_4.txt,didx_sym,10,3.295
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_4.txt,didx_sym,100,3.822
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_4.txt,didx_sym,1000,9.886
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_4.txt,didx_sym,10000,70.768
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_4.txt,cusparse,1,18.960
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_4.txt,cusparse,10,15.086
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_4.txt,cusparse,100,17.320
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_4.txt,cusparse,1000,42.823
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_4.txt,cusparse,10000,297.214
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_4.txt,diaq_fp32,1,1.021
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_4.txt,diaq_fp32,10,1.130
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_4.txt,diaq_fp32,100,2.478
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_4.txt,diaq_fp32,1000,16.407
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_4.txt,diaq_fp32,10000,154.686
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_5.txt,didx,1,6.412
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_5.txt,didx,10,5.777
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_5.txt,didx,100,6.446
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_5.txt,didx,1000,13.173
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_5.txt,didx,10000,78.015
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_5.txt,didx_sym,1,3.271
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_5.txt,didx_sym,10,3.259
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_5.txt,didx_sym,100,3.808
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_5.txt,didx_sym,1000,9.934
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_5.txt,didx_sym,10000,71.090
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_5.txt,cusparse,1,20.140
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_5.txt,cusparse,10,15.654
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_5.txt,cusparse,100,17.791
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_5.txt,cusparse,1000,43.670
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_5.txt,cusparse,10000,300.691
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_5.txt,diaq_fp32,1,1.036
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_5.txt,diaq_fp32,10,1.120
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_5.txt,diaq_fp32,100,2.489
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_5.txt,diaq_fp32,1000,16.415
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_16_5.txt,diaq_fp32,10000,154.919
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_4.txt,didx,1,47.191
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_4.txt,didx,10,46.463
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_4.txt,didx,100,48.459
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_4.txt,didx,1000,68.422
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_4.txt,didx,10000,266.221
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_4.txt,didx_sym,1,15.056
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_4.txt,didx_sym,10,15.268
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_4.txt,didx_sym,100,16.564
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_4.txt,didx_sym,1000,30.536
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_4.txt,didx_sym,10000,170.692
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_4.txt,cusparse,1,75.694
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_4.txt,cusparse,10,72.927
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_4.txt,cusparse,100,78.055
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_4.txt,cusparse,1000,129.891
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_4.txt,cusparse,10000,649.194
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_4.txt,diaq_fp32,1,3.791
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_4.txt,diaq_fp32,10,5.508
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_4.txt,diaq_fp32,100,11.842
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_4.txt,diaq_fp32,1000,75.224
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_4.txt,diaq_fp32,10000,709.581
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_5.txt,didx,1,47.883
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_5.txt,didx,10,46.850
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_5.txt,didx,100,48.728
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_5.txt,didx,1000,68.770
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_5.txt,didx,10000,267.052
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_5.txt,didx_sym,1,15.100
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_5.txt,didx_sym,10,14.841
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_5.txt,didx_sym,100,16.416
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_5.txt,didx_sym,1000,30.204
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_5.txt,didx_sym,10000,170.332
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_5.txt,cusparse,1,75.269
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_5.txt,cusparse,10,72.202
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_5.txt,cusparse,100,77.652
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_5.txt,cusparse,1000,129.783
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_5.txt,cusparse,10000,651.297
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_5.txt,diaq_fp32,1,3.689
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_5.txt,diaq_fp32,10,5.406
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_5.txt,diaq_fp32,100,11.745
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_5.txt,diaq_fp32,1000,75.149
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_18_5.txt,diaq_fp32,10000,709.660
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,didx,1,229.236
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,didx,10,228.231
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,didx,100,238.122
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,didx,1000,333.963
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,didx,10000,1293.094
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,didx_sym,1,78.573
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,didx_sym,10,79.339
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,didx_sym,100,86.302
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,didx_sym,1000,155.006
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,didx_sym,10000,845.745
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,cusparse,1,339.659
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,cusparse,10,338.234
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,cusparse,100,353.089
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,cusparse,1000,502.392
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,cusparse,10000,2004.932
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,diaq_fp32,1,16.086
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,diaq_fp32,10,22.111
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,diaq_fp32,100,44.847
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,diaq_fp32,1000,272.086
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tfim_20_5.txt,diaq_fp32,10000,2542.203
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tsp_18_4.txt,didx,1,1.335
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tsp_18_4.txt,didx,10,1.270
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tsp_18_4.txt,didx,100,1.702
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tsp_18_4.txt,didx,1000,5.880
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tsp_18_4.txt,didx,10000,47.733
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tsp_18_4.txt,didx_sym,1,1.167
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tsp_18_4.txt,didx_sym,10,1.197
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tsp_18_4.txt,didx_sym,100,1.617
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tsp_18_4.txt,didx_sym,1000,5.872
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tsp_18_4.txt,didx_sym,10000,48.340
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tsp_18_4.txt,cusparse,1,7.288
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tsp_18_4.txt,cusparse,10,1.850
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tsp_18_4.txt,cusparse,100,3.666
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tsp_18_4.txt,cusparse,1000,23.212
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tsp_18_4.txt,cusparse,10000,218.207
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tsp_18_4.txt,diaq_fp32,1,0.341
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tsp_18_4.txt,diaq_fp32,10,0.360
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tsp_18_4.txt,diaq_fp32,100,0.794
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tsp_18_4.txt,diaq_fp32,1000,5.109
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/tsp_18_4.txt,diaq_fp32,10000,48.241
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,didx,1,7.168
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,didx,10,7.400
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,didx,100,8.034
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,didx,1000,14.685
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,didx,10000,80.758
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,didx_sym,1,4.814
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,didx_sym,10,4.679
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,didx_sym,100,5.377
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,didx_sym,1000,12.859
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,didx_sym,10000,87.516
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,cusparse,1,14.044
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,cusparse,10,8.095
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,cusparse,100,10.264
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,cusparse,1000,32.821
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,cusparse,10000,258.407
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,diaq_fp32,1,1.448
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,diaq_fp32,10,1.870
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,diaq_fp32,100,4.476
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,diaq_fp32,1000,22.549
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_e2e/vibbf3_18_3.txt,diaq_fp32,10000,204.998
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/atmosmodd.txt,didx,1,38.481
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/atmosmodd.txt,didx,10,38.735
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/atmosmodd.txt,didx,100,43.149
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/atmosmodd.txt,didx,1000,85.736
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/atmosmodd.txt,didx,10000,512.966
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/atmosmodd.txt,cusparse,1,41.254
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/atmosmodd.txt,cusparse,10,36.958
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/atmosmodd.txt,cusparse,100,44.729
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/atmosmodd.txt,cusparse,1000,121.476
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/atmosmodd.txt,cusparse,10000,874.286
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/atmosmodd.txt,diaq_fp32,1,4.342
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/atmosmodd.txt,diaq_fp32,10,5.460
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/atmosmodd.txt,diaq_fp32,100,11.606
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/atmosmodd.txt,diaq_fp32,1000,73.241
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/atmosmodd.txt,diaq_fp32,10000,689.348
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,didx,1,22.917
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,didx,10,23.048
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,didx,100,25.568
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,didx,1000,53.766
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,didx,10000,326.982
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,didx_sym,1,14.385
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,didx_sym,10,14.616
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,didx_sym,100,16.716
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,didx_sym,1000,37.450
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,didx_sym,10000,244.879
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,cusparse,1,27.409
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,cusparse,10,24.005
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,cusparse,100,30.034
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,cusparse,1000,83.449
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,cusparse,10000,617.802
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,diaq_fp32,1,2.995
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,diaq_fp32,10,4.413
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,diaq_fp32,100,9.394
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,diaq_fp32,1000,59.209
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/ecology2.txt,diaq_fp32,10000,557.001
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,didx,1,6.215
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,didx,10,6.159
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,didx,100,6.891
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,didx,1000,14.188
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,didx,10000,86.506
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,didx_sym,1,4.163
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,didx_sym,10,3.897
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,didx_sym,100,4.688
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,didx_sym,1000,11.505
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,didx_sym,10000,81.380
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,cusparse,1,12.301
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,cusparse,10,6.754
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,cusparse,100,9.472
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,cusparse,1000,37.062
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,cusparse,10000,313.031
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,diaq_fp32,1,1.140
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,diaq_fp32,10,1.067
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,diaq_fp32,100,1.993
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,diaq_fp32,1000,11.235
AMORTCSV,/mnt/beegfs/ysu34/hamlib/dia_suitesparse/Lin.txt,diaq_fp32,10000,104.107
